darunavir|hiv protease inhibitors|Darunavir, co-administered with ritonavir, and with other antiretroviral agents, is indicated for the treatment of human immunodeficiency virus (HIV) infection in antiretroviral treatment-experienced adult patients, such as those with HIV-1 strains resistant to more than one protease inhibitor.
telbivudine|function|For the treatment of chronic hepatitis B in adult and adolescent patients ≥16 years of age with evidence of viral replication and either evidence of persistent elevations in serum aminotransferases (ALT or AST) or histologically active disease.
kunecatechins||For the topical treatment of external genital and perianal warts (Condylomata acuminata) in immunocompetent patients 18 years and older.
paliperidone|antipsychotic agents|For the treatment of schizophrenia.
sunitinib|component|For the treatment of advanced renal cell carcinoma as well as the treatment of gastrointestinal stromal tumor after disease progression on or intolerance to imatinib mesylate.
panitumumab|component|For the treatment of EGFR-expressing, metastatic colorectal carcinoma that is refractory to fluoropyrimidine-, oxaliplatin-, and irinotecan- containing chemotherapy regimens.
ranibizumab|ophthalmics|For the treatment of patients with macular edema after retinal vein occlusion, age-related macular degeneration (wet), and diabetic macular edema.
idursulfase|enzyme replacement agents|For the treatment of Hunter syndrome in adults and children ages 5 and older.
alglucosidase alfa|enzyme replacement agents|For the treatment of Pompe disease (GAA deficiency) in infants and pediatric patients.
varenicline|nicotinic agonists|For use as an aid in smoking cessation.
arformoterol|adrenergic beta-2 receptor agonists|A bronchodilator used for the long term, symptomatic treatment of reversible bronchoconstriction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema. 
hydralazine|function|For the treatment of essential hypertension, alone or as an adjunct. Also for the management of severe hypertension when the drug cannot be given orally or when blood pressure must be lowered immediately, congestive heart failure (in combination with cardiac glycosides and diuretics and/or with isosorbide dinitrate), and hypertension secondary to pre-eclampsia/eclampsia.
exenatide|hypoglycemic agents|Indicated as adjunctive therapy to improve glycemic control in patients with Type 2 diabetes mellitus who are taking metformin, a sulfonylurea, or a combination of both, but have not achieved adequate glycemic control.
mecasermin|component|For the long-term treatment of growth failure in pediatric patients with Primary IGFD or with GH gene deletion who have developed neutralizing antibodies to GH. It is not indicated to treat Secondary IGFD resulting from GH deficiency, malnutrition, hypothyroidism or other causes; it is not a substitute for GH therapy.
pramlintide|component|For the treatment of type 1 and type 2 diabetes mellitus as an adjunct to preprandial insulin therapy in patients without adequate glycemic control of insulin therapy.
galsulfase|enzyme replacement agents|For the treatment of adults and children with Mucopolysaccharidosis VI.
nelarabine|component|For the treatment of pediatric and adult patients with acute T-cell lymphoblastic leukemia and T-cell lymphoblastic lymphoma whose disease has not responded to or has relapsed following treatment with at least two chemotherapy regimens.
abatacept|antirheumatic agents|For the management of the signs and symptoms of moderate-to-severe active rheumatoid arthritis, inducing major clinical response, slowing the progression of structural damage, and improving physical function in adult patients. It is indicated both as a monotherapy and for use in combination with a continued regimen of DMARDs (not including TNF antagonists). Also used for the management of the signs and symptoms of moderately to severely active polyarticular juvenile idiopathic arthritis in children.
carbetocin|oxytocics|Used to control postpartum hemorrhage and bleeding after giving birth.
lumiracoxib|cyclooxygenase 2 inhibitors|For the acute and chronic treatment of the signs and symptoms of osteoarthritis of the knee in adults.
cosyntropin|hormones|For use as a diagnostic agent in the screening of patients presumed to have adrenocortical insufficiency.
corticotropin|hormones|For use as a diagnostic agent in the screening of patients presumed to have adrenocortical insufficiency.
fenoterol|sympathomimetics|Fenoterol is used for the treatment of asthma.
glisoxepide|component|For the treatment of diabetes mellitus type 2.
pirbuterol|adrenergic beta-2 receptor agonists|For the prevention and reversal of bronchospasm in patients 12 years of age and older with reversible bronchospasm including asthma.
bismuth subsalicylate|antidiarrheals|Used to treat nausea, heartburn, indigestion, upset stomach, diarrhea, and other temporary discomforts of the stomach and gastrointestinal tract.
bevantolol|adrenergic beta-1 receptor antagonists|For the treatment of angina pectoris and hypertension.
glucosamine|component|Glucosamine is usually used in the treatment of osteoarthritis, although its efficacy is still in question.
practolol|adrenergic beta-1 receptor antagonists|Used in the emergency treatment of cardiac arrhythmias.
sulfacytine|sulfonamides|Used orally in the treatment of acute urinary tract infections.
sulfadoxine|function|Sulfadoxine is used in combination with pyrimethamine for the treatment or prevention of malaria. It can also be used to treat various infections in livestock as well.Sulfadoxine and pyrimethamine is indicated for the treatment of Plasmodium falciparum malaria in those patients in whom chloroquine resistance is suspected. 
rolitetracycline|tetracyclines|Rolitetracycline is a broad-spectrum antibiotic used in cases needing high concentrations or when oral administration is impractical.
oxtriphylline|bronchodilator agents|Used to treat the symptoms of asthma, bronchitis, COPD, and emphysema.
insulin aspart|hypoglycemic agents|For the treatment of Type 1 or 2 diabetes mellitus. Should normally be used in conjunction with an intermediate or long-acting insulin. 
insulin detemir|antidiabetic agents|For the treatment of type 1 or 2 diabetes mellitus. May be used in combination with oral anti-diabetic agents in type 2 diabetic patients who are not in adequate metabolic control with oral anti-diabetic agents alone. 
insulin glulisine|antidiabetic agents|For the treatment of Type 1 and 2 diabetes mellitus. Should be used in regimens including a long-acting or basal insulin analogue unless it is used in a continuous infusion pump. May be used with oral antidiabetic agents. 
fosamprenavir|prodrugs|Indicated in combination with other antiretroviral agents for the treatment of human immunodeficiency virus (HIV-1) infection, as well as postexposure prophylaxis of HIV infection in individuals who have had occupational or nonoccupational exposure to potentially infectious body fluids of a person known to be infected with HIV when that exposure represents a substantial risk for HIV transmission. The use of fosamprenavir is pending revision due to a potential association between the drug and myocardial infarction and dyslipidemia in HIV infected adults.
fosphenytoin|anticonvulsants|For the control of generalized convulsive status epilepticus and prevention and treatment of seizures occurring during neurosurgery. It can also be substituted, short-term, for oral phenytoin.
josamycin|anti-bacterial agents|For the treatment of bacterial infections.
polythiazide|component|Polythiazide is a thiazide diuretic used to decrease edema and decrease blood pressure.
quinethazone|sodium chloride symporter inhibitors|Used to treat hypertension.
cefamandole|anti-bacterial agents|For the treatment of serious infections caused by susceptible strains of  microorganisms.
cefazolin|anti-bacterial agents|Mainly used to treat bacterial infections of the skin. It can also be used to treat moderately severe bacterial infections involving the lung, bone, joint, stomach, blood, heart valve, and urinary tract. It is clinically effective against infections caused by staphylococci and streptococci species of Gram positive bacteria. May be used for surgical prophylaxis; if required metronidazole may be added to cover B. fragilis.
cefonicid|anti-bacterial agents|For the treatment of bacterial infections caused by susceptible microorganisms.
cefoperazone|anti-bacterial agents|For the treatment of bacterial infections caused by susceptible microorganisms.
cefotetan|anti-bacterial agents|For prophylaxis and treatment of bacterial infections.
cefoxitin|anti-bacterial agents|For the treatment of serious infections caused by susceptible strains microorganisms.
ceftizoxime|anti-bacterial agents|For the treatment of infections due to susceptible strains of microorganisms.
cefradine|anti-bacterial agents|
metocurine|component|Metocurine is a muscle relaxant.
pancuronium|neuromuscular nondepolarizing agents|Used as a muscle relaxant during anesthesia and surgical procedures.
pipecuronium|neuromuscular nondepolarizing agents|Used as a muscle relaxant during anesthesia and surgical procedures.
vecuronium|component|Vecuronium is a muscle relaxing agent and is used as an ajunct in general anesthesia.
cilazapril|angiotensin-converting enzyme inhibitors|Cilazapril is an ACE inhibtor class drug used in the treatment of hypertension and heart failure.
forasartan|angiotensin receptor antagonists|For the treatment of hypertension.
polystyrene sulfonate||Used to treat abnormally high potassium levels.
quinidine barbiturate|component|
saprisartan|component|Saprisartan is used in the treatment of hypertension and heart failure.
spirapril|component|Spirapril is an ACE inhibitor class drug used to treat hypertension.
tasosartan|component|Tasosartan is infrequently in the treatment of hypertension and heart failure.
amobarbital|component|
aprobarbital|component|
butethal|hypnotics and sedatives|For the treatment of insomnia.
heptabarbital|barbiturates|Used mainly for sedation and hypnosis.
hexobarbital|hypnotics and sedatives|For the induction of anesthesia prior to the use of other general anesthetic agents and for induction of anesthesia for short surgical, diagnostic, or therapeutic procedures associated with minimal painful stimuli.
lithium|function|Lithium is used as a mood stabilizer, and is used for treatment of depression and mania. It is often used in bipolar disorder treatment.
mestranol|component|Mestranol was used as one of the first oral contraceptives.
penbutolol|antihypertensive agents|Penbutolol is indicated in the treatment of mild to moderate arterial hypertension. It may be used alone or in combination with other antihypertensive agents, especially thiazide-type diuretics.Penbutolol is contraindicated in patients with cardiogenic shock, sinus bradycardia, second and third degree atrioventricular conduction block, bronchial asthma, and those with known hypersensitivity.
troleandomycin|anti-bacterial agents|For the treatment of Pneumococcal pneumonia due to susceptible strains and group A beta-hemolytic streptococcal infections of the upper respiratory tract.
iohexol|contrast media|Iohexol ia used in myelography, arthrography, nephroangiography, arteriography, and other radiographic procedures.
ephedra|component|Ephedra is widely used by athletes, despite a lack of evidence that it enhances athletic performance. Ephedra has also been used for weight loss.
ephedrine|component|Ephedrine commonly used as a stimulant, appetite suppressant, concentration aid, decongestant, and to treat hypotension associated with anaesthesia.
mephentermine|vasoconstrictor agents|Used to maintain blood pressure in hypotensive states.
procaterol|component|For the treatment of asthma and chronic obstructive pulmonary disease (COPD).
rasagiline|neuroprotective agents|For the treatment of the signs and symptoms of idiopathic Parkinsons disease as initial monotherapy and as adjunct therapy to levodopa.
quinupristin|anti-bacterial agents|For the treatment of bacterial infections (usually in combination with dalfopristin).
aluminium|component|
dihydroxyaluminium|function|
magnesium oxide|antacids|Magnesium hydroxide is used as a laxative to relieve occasional constipation (irregularity) and as an antacid to relieve indigestion, sour stomach, and heartburn.
cortisone acetate|corticosteroids|For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses. Also used to treat endocrine (hormonal) disorders (adrenal insufficiency, Addisons disease). It is also used to treat many immune and allergic disorders.
ginkgo biloba|component|Appears to be effective in: alleviating age-related memory impairment in some elderly people with mild to moderate age-related memory or cognitive impairment; improving cognitive function in healthy young to middle-aged people; improving symptoms of Alzheimer's, vascular or mixed dementia; improving damage to the visual field in patients with normal tension glaucoma; decreasing the number of painful attacks in patients with Raynaud's syndrome; and may improve symptoms of vertigo and dizziness in some patients. 
glycodiazine|component|Glycodiazine is used concomitantly with insulin for the treatment of noninsulin-dependent (type 2) diabetes mellitus. 
paramethasone|component|For the treatment of all conditions in which corticosteroid therapy is indicated except adrenal-deficiency states for which its lack of sodium-retaining properties makes it less suitable than hydrocortisone with supplementary fludrocortisone.
sodium bicarbonate||Sodium bicarbonate is used for the treatment of metabolic acidosis which may occur in severe renal disease, uncontrolled diabetes, circulatory insufficiency due to shock or severe dehydration, extracorporeal circulation of blood, cardiac arrest and severe primary lactic acidosis. Also is indicated in severe diarrhea which is often accompanied by a significant loss of bicarbonate. Further indicated in the treatment of certain drug intoxications, including barbiturates (where dissociation of the barbiturateprotein complex is desired), in poisoning by salicylates or methyl alcohol and in hemolytic reactions requiring alkalinization of the urine to diminish nephrotoxicity of blood pigments.
yohimbine|mydriatics|Indicated as a sympatholytic and mydriatic. Impotence has been successfully treated with yohimbine in male patients with vascular or diabetic origins and psychogenic origins.
bezafibrate|hypolipidemic agents|For the treatment of primary hyperlipidaemia types IIa, IIb, III, IV and V (Fredrickson classification) corresponding to groups I, II and III of the European Atherosclerosis Society guidelines - when diet alone or improvements in lifestyle such as increased exercise or weight reduction do not lead to an adequate response. Also for the treatment of secondary hyperlipidaemias, e.g. severe hypertriglyceridemias, when sufficient improvement does not occur after correction of the underlying disorder (e.g. diabetes mellitus).
colchicine|gout suppressants|For treatment and relief of pain in attacks of acute gouty arthritis.
drospirenone|mineralocorticoid receptor antagonists|For the prevention of pregnancy in women who elect an oral contraceptive.
digitoxin|enzyme inhibitors|For the treatment and management of congestive cardiac insufficiency, arrhythmias and heart failure.
magnesium salicylate|function|Magnesium salicylate is a common analgesic and non-steroidal anti-inflammatory drug (NSAID) used to treat mild to moderate muscular pain
salicylate-sodium|anti-inflammatory agents, non-steroidal|It is used in medicine as an analgesic and antipyretic. Sodium salicylate also acts as non-steroidal anti-inflammatory drug (NSAID)
salsalate|anti-inflammatory agents, non-steroidal|For relief of the signs and symptoms of rheumatoid arthritis, osteoarthritis and related rheumatic disorders.
neostigmine|function|Neostigmine is used for the symptomatic treatment of myasthenia gravis by improving muscle tone.
trisalicylate-choline|function|Choline magnesium trisalicylate is used to reduce pain and inflammation caused by conditions such as arthritis. This medication is also used to treat fever in adults.
methotrimeprazine|antipsychotic agents|For the treatment of psychosis, particular those of schizophrenia, and manic phases of bipolar disorder.
ginseng|component|
danazol|component|For the treatment of endometriosis and fibrocystic breast disease (in patients unresponsive to simple measures). Also used for the prophylactic treatment of all types of hereditary angioedema in males and females.
clenbuterol|sympathomimetics|Used as a bronchodilator in the treatment of asthma patients. 
bambuterol|component|For the prevention and reversal of bronchospasm in patients 12 years of age and older with asthma and reversible bronchospasm associated with bronchitis and emphysema.
tiotropium|cholinergic antagonists|Used in the management of chronic obstructive pulmonary disease (COPD).
ciclesonide|component|For the treatment of nasal symptoms associated with seasonal and perennial allergic rhinitis in adults and adolescents 12 years of age and older.
pranlukast|anti-asthmatic agents|Used as an adjunct to the standard therapy of inhaled steroids with inhaled long- and/or short-acting beta-agonists. 
theobromine|component|theobromine is used as a vasodilator, a diuretic, and heart stimulant. And similar to caffeine, it may be useful in management of fatigue and orthostatic hypotension.
cefepime|anti-bacterial agents|For the treatment of pneumonia (moderate to severe) caused by <i>Streptococcus pneumoniae</i>, including cases associated with concurrent bacteremia, <i>Pseudomonas aeruginosa</i>, <i>Klebsiella pneumoniae</i>, or <i>Enterobacter</i> species. Also for empiric treatment of febrile neutropenic patients and uncomplicated and complicated urinary tract infections (including pyelonephritis) caused by <i>Escherichia coli</i> or <i>Klebsiella pneumoniae</i>, when the infection is severe, or caused by <i>Escherichia coli</i>, <i>Klebsiella pneumoniae</i>, or <i>Proteus mirabilis</i>, when the infection is mild to moderate, including cases associated with concurrent bacteremia with these microorganisms. Also for the treatment of uncomplicated skin and skin structure infections caused by <i>Staphylococcus aureus</i> (methicillin-susceptible strains only) or <i>Streptococcus pyogenes</i> and complicated intra-abdominal infections (used in combination with metronidazole) caused by <i>Escherichia coli</i>, viridans group streptococci, <i>Pseudomonas aeruginosa</i>, <i>Klebsiella pneumoniae</i>, <i>Enterobacter</i> species, or <i>Bacteroides fragilis</i>.
cefacetrile|anti-bacterial agents|Cefacetrile is a broad-spectrum first generation cephalosporin antibiotic effective in Gram-positive and Gram-negative bacterial infections.
ceftibuten|cephalosporins|Used to treat acute bacterial exacerbations of chronic bronchitis (ABECB), acute bacterial otitis media, pharyngitis, and tonsilitis.
cefpodoxime|anti-bacterial agents|For the treatment of patients with mild to moderate infections caused by susceptible strains of the designated microorganisms.
acenocoumarol|anticoagulants|For the treatment and prevention of thromboembolic diseases. More specifically, it is indicated for the for the prevention of cerebral embolism, deep vein thrombosis, pulmonary embolism, thromboembolism in infarction and transient ischemic attacks. It is used for the treatment of deep vein thrombosis and myocardial infarction.
antrafenine|function|Antrafenine is used as an anti-inflammatory and analgesic agent for the relief of mild to moderate pain.
testosterone propionate|component|Testosterone propionate is an anabolic steroid and a short ester form of testosterone that becomes active in the body. It is often used for muscle mass building.
paromomycin|anti-bacterial agents|For the treatment of acute and chronic intestinal amebiasis (it is not effective in extraintestinal amebiasis). Also for the management of hepatic coma as adjunctive therapy.
nitroxoline|antifungal agents|Nitroxoline is an antibiotic agent.
stepronin|antiviral agents|Strepronin is a mucolytic (expectorant) drug.
aminophenazone|pyrazolones|Formerly widely used as an antipyretic and analgesic in rheumatism, neuritis, and common colds. Currently used to measure total body water.
alizapride|antiemetics|Alizapride is used in the treatment of nausea and vomiting, including postoperative nausea and vomiting. 
ajmaline|anti-arrhythmia agents|For use as an antiarrhythmic agent.
amrinone|cardiotonic agents|Used in the treatment of congestive heart failure.
oxybenzone|sunscreening agents|Used as an ingredient in sunscreen and other cosmetics.
aprindine|anti-arrhythmia agents|
almitrine|respiratory system agents|For the treatment of chronic obstructive pulmonary disease.
allylestrenol|component|Allylestrenol was designed to be used for miscarriage prevention, prevention of premature labour and has been investigated for possible use in men for treatment for benign prostatic hyperplasia.
cholestyramine|hypolipidemic agents|Indicated as adjunctive therapy to diet for the reduction of elevated serum cholesterol in patients with primary hypercholesterolemia (elevated low density lipoprotein [LDL] cholesterol) who do not respond adequately to diet. Also for the relief of pruritus associated with partial biliary obstruction.
methadyl acetate|analgesics, opioid|Used mainly in the treatment of narcotic dependence.
antipyrine|anti-inflammatory agents, non-steroidal|Antipyrine is an analgesic often used to test effects of other drugs on liver enzymes..
alfacalcidol|bone density conservation agents|Alfacalcidol is an active metabolite of Vitamin D, which performs important functions in regulation of the calcium balance and the bone metabolism.
glutethimide|hypnotics and sedatives|For the treatment of insomnia.
phenazopyridine|component|For the symptomatic relief of pain, burning, urgency, frequency, and other discomforts arising from irritation of the lower urinary tract mucosa caused by infection, trauma, surgery, endoscopic procedures, or the passage of sounds or catheters.
gamma hydroxybutyric acid|component|Used as a general anesthetic, to treat conditions such as insomnia, clinical depression, narcolepsy, and alcoholism, and to improve athletic performance. 
heroin|analgesics, opioid|Used in the treatment of acute pain, myocardial infarction, acute pulmonary oedema, and chronic pain.
fencamfamine|central nervous system stimulants|For the the treatment of depressive fatigue in convalescence and other debilitated states as well as in the treatment of depressive day-time fatigue, lack of concentration and lethargy.
ethylmorphine|analgesics, opioid|Ethylmorphine is an analgesic used for pain relief.
fenethylline||
camazepam|hypnotics and sedatives|Camazepam has been used in placebo controlled studies for the treatment of patients suffering from anxiety and depression. 
difenoxin||Motofen(R) is a combination of atropine, an anticholinergic drug, and difenoxin, an antidiarrheal drug. It has been used in many countries for many years as a second line opioid-agonist antidiarrheal, which exists an intermediate between loperamide and paragoric. [2]Diarrhea which is a result of cyclic or diarrhea predominant Inflammatory Bowel Syndrome may not be treated effectively with difenoxin, diphenoxylate, or loperamide. As such, diarrhea and cramping which does not respond to non-centrally acting derivatives or belladonna derivatives such as atropine are often treated with conservative doses of codeine. In patients with acute ulcerative colitis, as induction of toxic megacolon is possible, and thus use of Motofen(R) is cautioned.  Motofen(R) has been assigned pregnancy category C by the FDA, and is to be used only when the potential benefits outweigh the potential risk to the fetus. The safety of use during lactation is unknown and thus not recommended. 
delorazepam|anticonvulsants|Mainly used as an anti-anxiety agent. Studies have found delorazepam to be more effective in the first 4 weeks of use than antidepressants; however, after 4 weeks, antidepressants showed superior anti-anxiety effects. [Wikipedia] Anti-anxiety effects also appear to be weaker in elderly patients. [1]Effectiveness has also been observed in the treatment of alcohol withdrawal. Delorazapam was reported to be a manageable drug in that it did not exhibit severe side effects and did not require further therapies to control symptoms of withdrawal. [3]
flunitrazepam|anti-anxiety agents|For short-term treatment of severe insomnias, that are not responsive to other hypnotics.
ethyl loflazepate||
fenproporex|appetite depressants|Fenproporex is used as an appetite suppressant, and anti-obesity agent [2]; however, due to substance abuse potential, it is an illicit substance in many countries. In some countries, such as Brazil, it is still prescribed -- often in the form of diet pills (ie. Brazilian Diet Pills) which combine amphetamines, benzodiazepines, antidepressants, diuretics and laxatives. In the United States the sale of such diet pills has been banned due to concerns over side effects, and the risk of potentially fatal overdose.However, internet sales and illicit markets has lead to international availability. It has been found by primary care physicians that Brazilian immigrant women utilized imported diet pills at particularly high rates, and sometimes suffered from side effects requiring hospitalization or experienced a loss of employment. [3]
dihydrocodeine|analgesics, opioid|Dihydrocodeine is used for the treatment of moderate to severe pain, including post-operative and dental pain [2]. It  can also be used to treat chronic pain [1], breathlessness and coughing. In heroin addicts, dihydrocodeine has been used as a substitute drug, in doses up to 2500mg/day to treat addiction. [http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2014322/] 
cloxazolam|hypnotics and sedatives|Used primarily as an anti-anxiety agent. Typically used short term, and may be given as a single dose of up to 100mcg/kg to reduce anxiety and tension experienced prior to surgery. 
bromazepam|anti-anxiety agents|For the short-term treatment of insomnia, short-term treatment of anxiety or panic attacks, if a benzodiazepine is required, and the alleviation of the symptoms of alcohol- and opiate-withdrawal.
clotiazepam|benzodiazepines|For the treatment of anxiety disorders.
fludiazepam|benzodiazepines|Used for the short-term treatment of anxiety disorders.
attapulgite||When used in medicine, it physically binds to acids and toxic substances in the stomach and digestive tract. For that reason, it has often been used in antidiarrheal medications. Attapulgite is an adsorbent. 
kaolin||Used for upset stomach and diarrhea, a traditional medicine used in China, South America and Africa. Kaolin is also used to treat AIDs-related diarrhea. Kaolin based bandages are also under investigation. 
dextroamphetamine|central nervous system stimulants|Used to treat attention deficit hyperactivity disorder (ADHD).
methamphetamine|adrenergic agents|For the treatment of Attention Deficit Disorder with Hyperactivity (ADHD) and exogenous obesity.
metrizamide||Metrizamide is used for lumbar, thoracic, cervical, and total columnar myelography to determine the presence of abnormalities in the spinal column, spinal canal, and central nervous system (CNS) as well as for cisternography by direct injection using standard radiologic techniques to visualize the basal cistern of the brain. For computerized tomography (CT) of the intracranial subarachnoid spaces and for ventriculography by direct injection using standard radiologic techniques to visualize the cerebral ventricles. Also used in pediatric angiocardiography to visualize lesions or malformations of the heart and obstructions or anomalies of the major thoracic vessels. Also used in adult peripheral arteriography to visualize specific regions of the vascular system and blood flow in such areas to help in the diagnosis and evaluation of neoplasms (known or suspected) or vascular diseases (congenital or acquired) that may cause changes in normal vascular anatomy or physiology. Metrizamide is also indicated in adults for intravenous digital arteriography of head and neck.
phendimetrazine|central nervous system stimulants|Used in the management of exogenous obesity as a short term adjunct (a few weeks) in a regimen of weight reduction based on caloric restriction.
oxprenolol|anti-anxiety agents|Used in the treatment of hypertension, angina pectoris, arrhythmias, and anxiety.
sulfamerazine|sulfonamides|A sulfanilamide that is used as an antibacterial agent. It can be used to treat bronchitis, prostatitis and urinary tract infections.
sulfamethazine|sulfonamides|For the treatment bacterial infections causing bronchitis, prostatitis and urinary tract infections.
liotrix|hormone replacement agents|May be used to treat primary, secondary or tertiary hypothyroidism. May also be used to suppress thyroid stimulating hormone (TSH) secretion in patients with simple (nontoxic) goiter, subacute or chronic lymphocytic thyroiditis multinodular goiter, and in the management of thyroid cancer. May be used in conjunction with other antithyroid agents to treat thyrotoxicosis to prevent goitrogenesis and hypothyroidism. May also be used for differential diagnosis of suspected mild hyperthyroidism or thyroid gland autonomy.
thyroglobulin||
ursodeoxycholic acid|cholagogues and choleretics|The drug reduces cholesterol absorption and is used to dissolve (cholesterol) gallstones in patients who want an alternative to surgery.
ketazolam|benzodiazepines|Ketazolam could be used for the treatment of anxiety. In approved countries, it is indicated for the treatment of anxiety, tension, irritability and similar stress related symptoms.
prazepam|anti-anxiety agents|For the treatment of anxiety disorders.
quazepam|hypnotics and sedatives|Used to treat insomnia.
everolimus|immunosuppressive agents|Everolimus is indicated for the treatment of postmenopausal women with advanced hormone receptor-positive, HER2-negative breast cancer (advanced HR+ BC) in combination with exemestane, after failure of treatment with letrozole or anastrozole.Indicated for the treatment of adult patients with progressive neuroendocrine tumors of pancreatic origin (PNET) with unresectable, locally advanced or metastatic disease.Indicated for the treatment of adult patients with advanced renal cell carcinoma (RCC) after failure of treatment with sunitinib or sorafenib.Indicated for the treatment of adult patients with renal angiomyolipoma and tuberous sclerosis complex (TSC), not requiring immediate surgery.Indicated in pediatric and adult patients with tuberous sclerosis complex (TSC) for the treatment of subependymal giant cell astrocytoma (SEGA) that requires therapeutic intervention but cannot be curatively resected.
solifenacin|muscarinic antagonists|For the treatment of overactive bladder with symptoms of urge urinary incontinence, urgency, and urinary frequency.
iron|trace elements|Used in preventing and treating iron-deficiency anemia.
zinc|trace elements|
cinolazepam|hypnotics and sedatives|For the management of anxiety disorders or for the short-term relief of the symptoms of anxiety or anxiety associated with depressive symptoms.
nitrazepam|anti-anxiety agents|Used to treat short-term sleeping problems (insomnia), such as difficulty falling asleep, frequent awakenings during the night, and early-morning awakening.
cilastatin|function|Combined intravenously with imipenem in order to protect it from dehydropeptidase and prolong its antibacterial effect.
imipenem|anti-bacterial agents|For the treatment of bacterial infections caused by susceptible bacteria.
probucol|antioxidants|Used to lower LDL and HDL cholesterol.
tiaprofenic acid|anti-inflammatory agents, non-steroidal|Tiaprofenic acid is used to treat pain, especially arthritic pain.
lopinavir|anti-hiv agents|Indicated in combination with other antiretroviral agents for the treatment of HIV-infection.
bacampicillin|penicillins|For infections at the following sites: upper and lower respiratory tract; skin and soft tissue; urinary tract and acute uncomplicated gonococcal urethritis, when due to sensitive strains of the following organisms:  Gram-positive: streptococci (including <i>S. faecalis</i> and <i>S. pneumoniae</i>) and nonpenicillinase-producing staphylococci; Gram-negative: <i>H. influenzae</i>, <i>N. gonorrhoeae</i>, <i>E. coli</i>, <i>P. mirabilis</i>, <i>Salmonellae</i> and <i>Shigellae</i>.
meticillin|anti-bacterial agents|Used to treat infections caused by susceptible Gram-positive bacteria, particularly beta-lactamase-producing organisms such as <i>Staphylococcus aureus</i> that would otherwise be resistant to most penicillins.
pivampicillin|anti-bacterial agents|or the treatment of respiratory tract infections (including acute bronchitis, acute exacerbations of chronic bronchitis and pneumonia); ear, nose and throat infections; gynecological infections; urinary tract infections (including acute uncomplicated gonococcal urethritis) when caused by non penicillinase-producing susceptible strains of the following organisms: gram-positive organisms, e.g., streptococci, pneumococci and staphylococci; gram-negative organisms, e.g., H. influenzae, N. gonorrhoeae, E. coli, P. mirabilis. 
pivmecillinam|anti-bacterial agents|Used to treat infections due to mecillinam-sensitive organisms such as urinary tract infections, salmonellosis and typhoid fever.
tazobactam|function|Used in combination with piperacillin to broaden the spectrum of piperacillin antibacterial action.
ticarcillin|anti-bacterial agents|For the treatment of bacterial infections.
propericiazine|phenothiazines|For use as adjunctive medication in some psychotic patients. Propericiazine (Pericyazine)is used for the control of residual prevailing hostility, impulsiveness and aggressiveness. 
deferasirox|iron chelating agents|For the treatment of chronic iron overload due to blood transfusions (transfusional hemosiderosis) in patients 2 years of age and older.
valganciclovir|antiviral agents|Valganciclovir is an antiviral medication used for the treatment of cytomegalovirus infections.
hydroxychloroquine|antirheumatic agents|For the suppressive treatment and treatment of acute attacks of malaria due to <i>Plasmodium vivax</i>, <i>P. malariae</i>, <i>P. ovale</i>, and susceptible strains of <i>P. falciparum</i>. It is also indicated for the treatment of discoid and systemic lupus erythematosus, and rheumatoid arthritis.
amyl nitrite|vasodilator agents|For the rapid relief of angina pectoris.
erythrityl tetranitrate|vasodilator agents|For the prevention of angina.
acepromazine|hypnotics and sedatives|Acepromazine was first used in humans in the 1950s as an antipsychotic agent. It is now rarely used in humans. Acepromazine is frequently used in animals as a sedative and antiemetic. Its principal value is in quietening and calming anxious animals.
aceprometazine|hypnotics and sedatives|Aceprometazine is often used in combination with meprobamate for the treatment of sleep disorders.
alverine|parasympatholytics|Used to relieve cramps or spasms of the stomach and intestines. It is also useful in treating irritable bowel syndrome (IBS) and similar conditions. It can also be used to help relieve period pain. Alverine citrate is also under investigation to increase the cytotoxic effects of the proteasome inhibitor MG132 on breast cancer cells. 
molindone|antipsychotic agents|Molindone is used for the management of the manifestations of psychotic disorders.
phenindamine|histamine h1 antagonists|Used to treat sneezing, runny nose, itching, watery eyes, hives, rashes, itching, and other symptoms of allergies and the common cold.
pheniramine|anti-allergic agents|Pheniramine is an antihistamine used to treat allergic conditions such as hay fever or urticaria.
pipotiazine|phenothiazines|For the maintenance treatment of chronic non-agitated schizophrenic patients.
thioproperazine|phenothiazines|For the treatment of all types of acute and chronic schizophrenia, including those which did not respond to the usual neuroleptics; manic syndromes.
thiothixene|antipsychotic agents|For the management of schizophrenia.
zuclopenthixol|antipsychotic agents|Used in the management of acute psychoses such as mania or schizophrenia. However, the use of zuclopenthixol acetate in psychiatric emergencies as an alternative to standard treatments (haloperidol, clotiapine, etc.) should be cautioned, since well executed and documented trials of zuclopenthixol acetate for this use have yet to be conducted. Zuclopenthixol acetate is not intended for long-term use.
isopropamide|component|For the treatment of a wide range of gastrointestinal disorders, including such conditions as peptic ulcer, gastritis, hyperchlorhydria, functional diarrhea, irritable or spastic colon, pyloroduodenal irritability, pylorospasm, acute nonspecific gastroenteritis, biliary dyskinesia and chronic cholelithiasis, duodenitis, gastrointestinal spasm; it may also be used to treat genitourinary spasm.
